Time,Basis date,Validity date,City,Persist. value,EC,C3
1,19-01-16,19-01-16,Qazrin,51,94,92
2,18-01-16,19-01-16,Tel Aviv,46,81,71
1,19-01-16,19-01-16,Tel Aviv,46,79,71
2,18-01-16,19-01-16,Tiberias,41,89,78
1,19-01-16,19-01-16,Tiberias,41,85,81
2,18-01-16,19-01-16,Zefat,66,89,74
1,19-01-16,19-01-16,Zefat,66,86,89
2,19-01-16,20-01-16,Afula,90,58,44
1,20-01-16,20-01-16,Afula,90,49,50
2,19-01-16,20-01-16,Ashdod,75,73,65
1,20-01-16,20-01-16,Ashdod,75,72,63
2,19-01-16,20-01-16,Beer Sheva,39,58,34
1,20-01-16,20-01-16,Beer Sheva,39,59,33
2,19-01-16,20-01-16,Bet Shean,90,66,38
1,20-01-16,20-01-16,Bet Shean,90,57,38
2,19-01-16,20-01-16,Elat,31,31,26
1,20-01-16,20-01-16,Elat,31,30,26
2,19-01-16,20-01-16,En Gedi,27,67,38
1,20-01-16,20-01-16,En Gedi,27,71,42
2,19-01-16,20-01-16,Haifa,69,64,56
1,20-01-16,20-01-16,Haifa,69,56,51
2,19-01-16,20-01-16,Jerusalem,67,72,50
1,20-01-16,20-01-16,Jerusalem,67,72,40
2,19-01-16,20-01-16,Lod,58,75,41
1,20-01-16,20-01-16,Lod,58,59,43
2,19-01-16,20-01-16,Mizpe Ramon,40,42,38
1,20-01-16,20-01-16,Mizpe Ramon,40,49,42
2,19-01-16,20-01-16,Nazareth,94,70,39
1,20-01-16,20-01-16,Nazareth,94,49,54
2,19-01-16,20-01-16,Qazrin,98,72,60
1,20-01-16,20-01-16,Qazrin,98,57,64
2,19-01-16,20-01-16,Tel Aviv,70,78,59
1,20-01-16,20-01-16,Tel Aviv,70,58,57
2,19-01-16,20-01-16,Tiberias,91,68,55
1,20-01-16,20-01-16,Tiberias,91,57,55
2,19-01-16,20-01-16,Zefat,97,72,67
1,20-01-16,20-01-16,Zefat,97,54,66
2,20-01-16,21-01-16,Afula,78,43,43
1,21-01-16,21-01-16,Afula,78,47,45
2,20-01-16,21-01-16,Ashdod,81,64,64
1,21-01-16,21-01-16,Ashdod,81,69,58
2,20-01-16,21-01-16,Beer Sheva,49,52,29
1,21-01-16,21-01-16,Beer Sheva,49,50,30
2,20-01-16,21-01-16,Bet Shean,59,44,41
1,21-01-16,21-01-16,Bet Shean,59,45,40
2,20-01-16,21-01-16,Elat,27,35,31
1,21-01-16,21-01-16,Elat,27,34,33
2,20-01-16,21-01-16,En Gedi,47,60,26
1,21-01-16,21-01-16,En Gedi,47,60,28
2,20-01-16,21-01-16,Haifa,73,50,45
1,21-01-16,21-01-16,Haifa,73,47,44
2,20-01-16,21-01-16,Jerusalem,73,51,37
1,21-01-16,21-01-16,Jerusalem,73,51,39
2,20-01-16,21-01-16,Lod,54,56,33
1,21-01-16,21-01-16,Lod,54,54,34
2,20-01-16,21-01-16,Mizpe Ramon,44,41,32
1,21-01-16,21-01-16,Mizpe Ramon,44,41,32
2,20-01-16,21-01-16,Nazareth,88,44,41
1,21-01-16,21-01-16,Nazareth,88,44,39
2,20-01-16,21-01-16,Qazrin,89,42,44
1,21-01-16,21-01-16,Qazrin,89,44,44
2,20-01-16,21-01-16,Tel Aviv,76,58,37
1,21-01-16,21-01-16,Tel Aviv,76,57,46
2,20-01-16,21-01-16,Tiberias,72,38,46
1,21-01-16,21-01-16,Tiberias,72,41,39
2,20-01-16,21-01-16,Zefat,96,40,48
1,21-01-16,21-01-16,Zefat,96,41,47
2,21-01-16,22-01-16,Afula,44,42,41
1,22-01-16,22-01-16,Afula,44,41,42
2,21-01-16,22-01-16,Ashdod,79,75,83
1,22-01-16,22-01-16,Ashdod,79,75,77
2,21-01-16,22-01-16,Beer Sheva,29,57,53
1,22-01-16,22-01-16,Beer Sheva,29,56,49
2,21-01-16,22-01-16,Bet Shean,50,38,39
1,22-01-16,22-01-16,Bet Shean,50,39,39
2,21-01-16,22-01-16,Elat,39,39,30
1,22-01-16,22-01-16,Elat,39,38,30
2,21-01-16,22-01-16,En Gedi,34,67,46
1,22-01-16,22-01-16,En Gedi,34,68,48
2,21-01-16,22-01-16,Haifa,47,67,43
1,22-01-16,22-01-16,Haifa,47,69,43
2,21-01-16,22-01-16,Jerusalem,35,56,44
1,22-01-16,22-01-16,Jerusalem,35,61,45
2,21-01-16,22-01-16,Lod,57,58,60
1,22-01-16,22-01-16,Lod,57,59,52
2,21-01-16,22-01-16,Mizpe Ramon,41,48,45
1,22-01-16,22-01-16,Mizpe Ramon,41,45,49
2,21-01-16,22-01-16,Nazareth,45,58,45
1,22-01-16,22-01-16,Nazareth,45,59,45
2,21-01-16,22-01-16,Qazrin,49,47,42
1,22-01-16,22-01-16,Qazrin,49,48,43
2,21-01-16,22-01-16,Tel Aviv,63,68,69
1,22-01-16,22-01-16,Tel Aviv,63,68,66
2,21-01-16,22-01-16,Tiberias,37,44,49
1,22-01-16,22-01-16,Tiberias,37,46,50
2,21-01-16,22-01-16,Zefat,61,49,49
1,22-01-16,22-01-16,Zefat,61,50,51
2,22-01-16,23-01-16,Afula,44,77,60
1,23-01-16,23-01-16,Afula,44,70,62
2,22-01-16,23-01-16,Ashdod,80,75,54
1,23-01-16,23-01-16,Ashdod,80,71,65
2,22-01-16,23-01-16,Beer Sheva,48,88,42
1,23-01-16,23-01-16,Beer Sheva,48,80,39
2,22-01-16,23-01-16,Bet Shean,51,78,58
1,23-01-16,23-01-16,Bet Shean,51,65,56
2,22-01-16,23-01-16,Elat,35,39,41
1,23-01-16,23-01-16,Elat,35,40,42
2,22-01-16,23-01-16,En Gedi,37,62,34
1,23-01-16,23-01-16,En Gedi,37,61,34
2,22-01-16,23-01-16,Haifa,41,84,67
1,23-01-16,23-01-16,Haifa,41,75,58
2,22-01-16,23-01-16,Jerusalem,47,83,54
1,23-01-16,23-01-16,Jerusalem,47,85,61
2,22-01-16,23-01-16,Lod,58,85,35
1,23-01-16,23-01-16,Lod,58,73,39
2,22-01-16,23-01-16,Mizpe Ramon,40,58,46
1,23-01-16,23-01-16,Mizpe Ramon,40,63,46
2,22-01-16,23-01-16,Nazareth,45,88,69
1,23-01-16,23-01-16,Nazareth,45,82,63
2,22-01-16,23-01-16,Qazrin,53,77,76
1,23-01-16,23-01-16,Qazrin,53,83,71
2,22-01-16,23-01-16,Tel Aviv,74,73,44
1,23-01-16,23-01-16,Tel Aviv,74,69,44
2,22-01-16,23-01-16,Tiberias,50,73,71
1,23-01-16,23-01-16,Tiberias,50,77,64
2,22-01-16,23-01-16,Zefat,51,81,80
1,23-01-16,23-01-16,Zefat,51,81,80
2,23-01-16,24-01-16,Afula,71,65,65
1,24-01-16,24-01-16,Afula,71,64,64
2,23-01-16,24-01-16,Ashdod,88,75,75
1,24-01-16,24-01-16,Ashdod,88,71,71
2,23-01-16,24-01-16,Beer Sheva,71,72,72
1,24-01-16,24-01-16,Beer Sheva,71,65,65
2,23-01-16,24-01-16,Bet Shean,87,67,67
1,24-01-16,24-01-16,Bet Shean,87,57,57
2,23-01-16,24-01-16,Elat,42,39,39
1,24-01-16,24-01-16,Elat,42,39,39
2,23-01-16,24-01-16,En Gedi,42,55,55
1,24-01-16,24-01-16,En Gedi,42,51,51
2,23-01-16,24-01-16,Haifa,67,60,60
1,24-01-16,24-01-16,Haifa,67,59,59
2,23-01-16,24-01-16,Jerusalem,93,83,83
1,24-01-16,24-01-16,Jerusalem,93,83,83
2,23-01-16,24-01-16,Lod,86,76,76
1,24-01-16,24-01-16,Lod,86,67,67
2,23-01-16,24-01-16,Mizpe Ramon,80,60,60
1,24-01-16,24-01-16,Mizpe Ramon,80,53,53
2,23-01-16,24-01-16,Nazareth,70,59,59
1,24-01-16,24-01-16,Nazareth,70,67,67
2,23-01-16,24-01-16,Qazrin,83,88,88
1,24-01-16,24-01-16,Qazrin,83,77,77
2,23-01-16,24-01-16,Tel Aviv,84,67,67
1,24-01-16,24-01-16,Tel Aviv,84,61,61
2,23-01-16,24-01-16,Tiberias,73,62,62
1,24-01-16,24-01-16,Tiberias,73,58,58
2,23-01-16,24-01-16,Zefat,90,62,62
1,24-01-16,24-01-16,Zefat,90,61,61
2,24-01-16,25-01-16,Afula,76,53,33
1,25-01-16,25-01-16,Afula,76,60,39
2,24-01-16,25-01-16,Ashdod,81,67,62
1,25-01-16,25-01-16,Ashdod,81,76,55
2,24-01-16,25-01-16,Beer Sheva,57,75,58
1,25-01-16,25-01-16,Beer Sheva,57,81,64
2,24-01-16,25-01-16,Bet Shean,61,48,27
1,25-01-16,25-01-16,Bet Shean,61,66,43
2,24-01-16,25-01-16,Elat,43,34,22
1,25-01-16,25-01-16,Elat,43,33,26
2,24-01-16,25-01-16,En Gedi,43,66,44
1,25-01-16,25-01-16,En Gedi,43,60,48
2,24-01-16,25-01-16,Haifa,59,51,42
1,25-01-16,25-01-16,Haifa,59,61,43
2,24-01-16,25-01-16,Jerusalem,93,77,79
1,25-01-16,25-01-16,Jerusalem,93,82,85
2,24-01-16,25-01-16,Lod,70,62,50
1,25-01-16,25-01-16,Lod,70,66,56
2,24-01-16,25-01-16,Mizpe Ramon,62,62,43
1,25-01-16,25-01-16,Mizpe Ramon,62,54,34
2,24-01-16,25-01-16,Nazareth,70,49,31
1,25-01-16,25-01-16,Nazareth,70,56,32
2,24-01-16,25-01-16,Qazrin,87,52,32
1,25-01-16,25-01-16,Qazrin,87,55,33
2,24-01-16,25-01-16,Tel Aviv,66,63,43
1,25-01-16,25-01-16,Tel Aviv,66,64,47
2,24-01-16,25-01-16,Tiberias,65,46,26
1,25-01-16,25-01-16,Tiberias,65,50,29
2,24-01-16,25-01-16,Zefat,94,46,36
1,25-01-16,25-01-16,Zefat,94,53,38
2,25-01-16,26-01-16,Afula,63,65,51
1,26-01-16,26-01-16,Afula,63,68,52
2,25-01-16,26-01-16,Ashdod,75,73,76
1,26-01-16,26-01-16,Ashdod,75,76,68
2,25-01-16,26-01-16,Beer Sheva,94,79,70
1,26-01-16,26-01-16,Beer Sheva,94,75,78
2,25-01-16,26-01-16,Bet Shean,88,72,56
1,26-01-16,26-01-16,Bet Shean,88,75,50
2,25-01-16,26-01-16,Elat,40,35,32
1,26-01-16,26-01-16,Elat,40,35,33
2,25-01-16,26-01-16,En Gedi,47,55,50
1,26-01-16,26-01-16,En Gedi,47,53,52
2,25-01-16,26-01-16,Haifa,58,59,59
1,26-01-16,26-01-16,Haifa,58,68,54
2,25-01-16,26-01-16,Jerusalem,96,77,86
1,26-01-16,26-01-16,Jerusalem,96,81,77
2,25-01-16,26-01-16,Lod,66,72,80
1,26-01-16,26-01-16,Lod,66,75,66
2,25-01-16,26-01-16,Mizpe Ramon,60,58,47
1,26-01-16,26-01-16,Mizpe Ramon,60,63,57
2,25-01-16,26-01-16,Nazareth,59,50,55
1,26-01-16,26-01-16,Nazareth,59,72,56
2,25-01-16,26-01-16,Qazrin,57,67,65
1,26-01-16,26-01-16,Qazrin,57,69,72
2,25-01-16,26-01-16,Tel Aviv,71,60,73
1,26-01-16,26-01-16,Tel Aviv,71,73,70
2,25-01-16,26-01-16,Tiberias,44,55,50
1,26-01-16,26-01-16,Tiberias,44,64,58
2,25-01-16,26-01-16,Zefat,75,58,65
1,26-01-16,26-01-16,Zefat,75,75,81
2,26-01-16,27-01-16,Afula,74,41,37
1,27-01-16,27-01-16,Afula,74,43,34
2,26-01-16,27-01-16,Ashdod,91,68,62
1,27-01-16,27-01-16,Ashdod,91,69,71
2,26-01-16,27-01-16,Beer Sheva,80,70,51
1,27-01-16,27-01-16,Beer Sheva,80,70,58
2,26-01-16,27-01-16,Bet Shean,79,45,34
1,27-01-16,27-01-16,Bet Shean,79,48,32
2,26-01-16,27-01-16,Elat,34,40,36
1,27-01-16,27-01-16,Elat,34,37,30
2,26-01-16,27-01-16,En Gedi,49,75,58
1,27-01-16,27-01-16,En Gedi,49,75,66
2,26-01-16,27-01-16,Haifa,89,52,39
1,27-01-16,27-01-16,Haifa,89,50,36
2,26-01-16,27-01-16,Jerusalem,98,54,57
1,27-01-16,27-01-16,Jerusalem,98,61,65
2,26-01-16,27-01-16,Lod,81,52,55
1,27-01-16,27-01-16,Lod,81,54,41
2,26-01-16,27-01-16,Mizpe Ramon,59,58,49
1,27-01-16,27-01-16,Mizpe Ramon,59,60,62
2,26-01-16,27-01-16,Nazareth,83,59,34
1,27-01-16,27-01-16,Nazareth,83,53,32
2,26-01-16,27-01-16,Qazrin,73,40,42
1,27-01-16,27-01-16,Qazrin,73,40,31
2,26-01-16,27-01-16,Tel Aviv,88,48,55
1,27-01-16,27-01-16,Tel Aviv,88,51,42
2,26-01-16,27-01-16,Tiberias,70,42,28
1,27-01-16,27-01-16,Tiberias,70,37,33
2,26-01-16,27-01-16,Zefat,83,49,35
1,27-01-16,27-01-16,Zefat,83,43,39
2,27-01-16,28-01-16,Afula,40,34,34
1,28-01-16,28-01-16,Afula,40,31,27
2,27-01-16,28-01-16,Ashdod,81,48,48
1,28-01-16,28-01-16,Ashdod,81,44,44
2,27-01-16,28-01-16,Beer Sheva,65,40,28
1,28-01-16,28-01-16,Beer Sheva,65,33,28
2,27-01-16,28-01-16,Bet Shean,44,33,31
1,28-01-16,28-01-16,Bet Shean,44,37,31
2,27-01-16,28-01-16,Elat,46,35,26
1,28-01-16,28-01-16,Elat,46,37,21
2,27-01-16,28-01-16,En Gedi,57,60,44
1,28-01-16,28-01-16,En Gedi,57,52,33
2,27-01-16,28-01-16,Haifa,45,48,29
1,28-01-16,28-01-16,Haifa,45,44,27
2,27-01-16,28-01-16,Jerusalem,93,46,40
1,28-01-16,28-01-16,Jerusalem,93,42,38
2,27-01-16,28-01-16,Lod,56,39,37
1,28-01-16,28-01-16,Lod,56,33,29
2,27-01-16,28-01-16,Mizpe Ramon,87,46,30
1,28-01-16,28-01-16,Mizpe Ramon,87,44,29
2,27-01-16,28-01-16,Nazareth,42,38,27
1,28-01-16,28-01-16,Nazareth,42,38,23
2,27-01-16,28-01-16,Qazrin,37,35,37
1,28-01-16,28-01-16,Qazrin,37,34,27
2,27-01-16,28-01-16,Tel Aviv,61,39,42
1,28-01-16,28-01-16,Tel Aviv,61,37,21
2,27-01-16,28-01-16,Tiberias,32,32,47
1,28-01-16,28-01-16,Tiberias,32,29,27
2,27-01-16,28-01-16,Zefat,55,36,30
1,28-01-16,28-01-16,Zefat,55,33,25
2,28-01-16,29-01-16,Afula,29,51,41
1,29-01-16,29-01-16,Afula,29,49,47
2,28-01-16,29-01-16,Ashdod,47,64,61
1,29-01-16,29-01-16,Ashdod,47,66,64
2,28-01-16,29-01-16,Beer Sheva,37,53,46
1,29-01-16,29-01-16,Beer Sheva,37,57,52
2,28-01-16,29-01-16,Bet Shean,38,52,31
1,29-01-16,29-01-16,Bet Shean,38,53,38
2,28-01-16,29-01-16,Elat,32,17,17
1,29-01-16,29-01-16,Elat,32,19,17
2,28-01-16,29-01-16,En Gedi,30,53,41
1,29-01-16,29-01-16,En Gedi,30,53,46
2,28-01-16,29-01-16,Haifa,32,70,57
1,29-01-16,29-01-16,Haifa,32,65,58
2,28-01-16,29-01-16,Jerusalem,50,63,46
1,29-01-16,29-01-16,Jerusalem,50,68,50
2,28-01-16,29-01-16,Lod,27,64,50
1,29-01-16,29-01-16,Lod,27,72,53
2,28-01-16,29-01-16,Mizpe Ramon,32,47,43
1,29-01-16,29-01-16,Mizpe Ramon,32,56,45
2,28-01-16,29-01-16,Nazareth,27,55,42
1,29-01-16,29-01-16,Nazareth,27,52,51
2,28-01-16,29-01-16,Qazrin,34,57,45
1,29-01-16,29-01-16,Qazrin,34,57,56
2,28-01-16,29-01-16,Tel Aviv,32,63,50
1,29-01-16,29-01-16,Tel Aviv,32,70,58
2,28-01-16,29-01-16,Tiberias,27,52,39
1,29-01-16,29-01-16,Tiberias,27,49,50
2,28-01-16,29-01-16,Zefat,37,52,50
1,29-01-16,29-01-16,Zefat,37,52,57
2,29-01-16,30-01-16,Afula,52,48,38
1,30-01-16,30-01-16,Afula,52,45,44
2,29-01-16,30-01-16,Ashdod,67,70,66
1,30-01-16,30-01-16,Ashdod,67,69,74
2,29-01-16,30-01-16,Beer Sheva,58,51,35
1,30-01-16,30-01-16,Beer Sheva,58,51,43
2,29-01-16,30-01-16,Bet Shean,45,50,35
1,30-01-16,30-01-16,Bet Shean,45,48,40
2,29-01-16,30-01-16,Elat,18,18,19
1,30-01-16,30-01-16,Elat,18,19,17
2,29-01-16,30-01-16,En Gedi,41,57,54
1,30-01-16,30-01-16,En Gedi,41,47,47
2,29-01-16,30-01-16,Haifa,61,62,53
1,30-01-16,30-01-16,Haifa,61,58,49
2,29-01-16,30-01-16,Jerusalem,78,53,25
1,30-01-16,30-01-16,Jerusalem,78,37,38
2,29-01-16,30-01-16,Lod,59,52,40
1,30-01-16,30-01-16,Lod,59,47,47
2,29-01-16,30-01-16,Mizpe Ramon,59,46,15
1,30-01-16,30-01-16,Mizpe Ramon,59,41,29
2,29-01-16,30-01-16,Nazareth,51,55,42
1,30-01-16,30-01-16,Nazareth,51,56,45
2,29-01-16,30-01-16,Qazrin,45,59,53
1,30-01-16,30-01-16,Qazrin,45,56,47
2,29-01-16,30-01-16,Tel Aviv,61,54,58
1,30-01-16,30-01-16,Tel Aviv,61,56,48
2,29-01-16,30-01-16,Tiberias,43,55,47
1,30-01-16,30-01-16,Tiberias,43,51,47
2,29-01-16,30-01-16,Zefat,55,56,54
1,30-01-16,30-01-16,Zefat,55,55,53
2,30-01-16,31-01-16,Afula,36,29,28
1,31-01-16,31-01-16,Afula,36,25,35
2,30-01-16,31-01-16,Ashdod,72,73,67
1,31-01-16,31-01-16,Ashdod,72,73,63
2,30-01-16,31-01-16,Beer Sheva,41,48,31
1,31-01-16,31-01-16,Beer Sheva,41,42,47
2,30-01-16,31-01-16,Bet Shean,51,33,33
1,31-01-16,31-01-16,Bet Shean,51,31,36
2,30-01-16,31-01-16,Elat,13,18,22
1,31-01-16,31-01-16,Elat,13,18,21
2,30-01-16,31-01-16,En Gedi,47,47,44
1,31-01-16,31-01-16,En Gedi,47,46,42
2,30-01-16,31-01-16,Haifa,34,39,31
1,31-01-16,31-01-16,Haifa,34,27,36
2,30-01-16,31-01-16,Jerusalem,34,31,25
1,31-01-16,31-01-16,Jerusalem,34,26,27
2,30-01-16,31-01-16,Lod,56,39,37
1,31-01-16,31-01-16,Lod,56,36,35
2,30-01-16,31-01-16,Mizpe Ramon,36,35,29
1,31-01-16,31-01-16,Mizpe Ramon,36,32,38
2,30-01-16,31-01-16,Nazareth,34,28,33
1,31-01-16,31-01-16,Nazareth,34,28,39
2,30-01-16,31-01-16,Qazrin,45,31,32
1,31-01-16,31-01-16,Qazrin,45,29,43
2,30-01-16,31-01-16,Tel Aviv,61,44,58
1,31-01-16,31-01-16,Tel Aviv,61,44,52
2,30-01-16,31-01-16,Tiberias,58,27,55
1,31-01-16,31-01-16,Tiberias,58,30,46
2,30-01-16,31-01-16,Zefat,47,28,37
1,31-01-16,31-01-16,Zefat,47,31,43
2,31-01-16,01-02-16,Afula,31,28,31
1,01-02-16,01-02-16,Afula,31,29,33
2,31-01-16,01-02-16,Ashdod,79,83,65
1,01-02-16,01-02-16,Ashdod,79,80,73
2,31-01-16,01-02-16,Beer Sheva,42,48,25
1,01-02-16,01-02-16,Beer Sheva,42,43,28
2,31-01-16,01-02-16,Bet Shean,37,36,32
1,01-02-16,01-02-16,Bet Shean,37,35,31
2,31-01-16,01-02-16,Elat,25,22,26
1,01-02-16,01-02-16,Elat,25,23,17
2,31-01-16,01-02-16,En Gedi,30,48,48
1,01-02-16,01-02-16,En Gedi,30,50,43
2,31-01-16,01-02-16,Haifa,22,35,33
1,01-02-16,01-02-16,Haifa,22,46,43
2,31-01-16,01-02-16,Jerusalem,19,38,27
1,01-02-16,01-02-16,Jerusalem,19,38,28
2,31-01-16,01-02-16,Lod,47,51,51
1,01-02-16,01-02-16,Lod,47,55,52
2,31-01-16,01-02-16,Mizpe Ramon,22,28,40
1,01-02-16,01-02-16,Mizpe Ramon,22,30,28
2,31-01-16,01-02-16,Nazareth,18,27,34
1,01-02-16,01-02-16,Nazareth,18,30,33
2,31-01-16,01-02-16,Qazrin,23,32,33
1,01-02-16,01-02-16,Qazrin,23,33,39
2,31-01-16,01-02-16,Tel Aviv,50,55,62
1,01-02-16,01-02-16,Tel Aviv,50,58,64
2,31-01-16,01-02-16,Tiberias,40,30,46
1,01-02-16,01-02-16,Tiberias,40,34,39
2,31-01-16,01-02-16,Zefat,26,30,36
1,01-02-16,01-02-16,Zefat,26,28,39
2,01-02-16,02-02-16,Afula,28,65,50
1,02-02-16,02-02-16,Afula,28,63,38
2,01-02-16,02-02-16,Ashdod,75,76,78
1,02-02-16,02-02-16,Ashdod,75,77,76
2,01-02-16,02-02-16,Beer Sheva,39,66,46
1,02-02-16,02-02-16,Beer Sheva,39,68,38
2,01-02-16,02-02-16,Bet Shean,38,59,35
1,02-02-16,02-02-16,Bet Shean,38,58,33
2,01-02-16,02-02-16,Elat,26,48,29
1,02-02-16,02-02-16,Elat,26,39,28
2,01-02-16,02-02-16,En Gedi,34,67,48
1,02-02-16,02-02-16,En Gedi,34,66,34
2,01-02-16,02-02-16,Haifa,33,76,67
1,02-02-16,02-02-16,Haifa,33,73,49
2,01-02-16,02-02-16,Jerusalem,22,66,57
1,02-02-16,02-02-16,Jerusalem,22,64,46
2,01-02-16,02-02-16,Lod,61,63,55
1,02-02-16,02-02-16,Lod,61,66,49
2,01-02-16,02-02-16,Mizpe Ramon,18,64,48
1,02-02-16,02-02-16,Mizpe Ramon,18,68,42
2,01-02-16,02-02-16,Nazareth,25,66,58
1,02-02-16,02-02-16,Nazareth,25,66,40
2,01-02-16,02-02-16,Qazrin,35,62,57
1,02-02-16,02-02-16,Qazrin,35,57,40
2,01-02-16,02-02-16,Tel Aviv,69,62,68
1,02-02-16,02-02-16,Tel Aviv,69,69,57
2,01-02-16,02-02-16,Tiberias,39,61,50
1,02-02-16,02-02-16,Tiberias,39,59,36
2,01-02-16,02-02-16,Zefat,36,55,65
1,02-02-16,02-02-16,Zefat,36,57,57
2,02-02-16,03-02-16,Afula,56,44,39
1,03-02-16,03-02-16,Afula,56,44,42
2,02-02-16,03-02-16,Ashdod,85,74,80
1,03-02-16,03-02-16,Ashdod,85,76,75
2,02-02-16,03-02-16,Beer Sheva,59,48,44
1,03-02-16,03-02-16,Beer Sheva,59,47,46
2,02-02-16,03-02-16,Bet Shean,47,50,35
1,03-02-16,03-02-16,Bet Shean,47,49,39
2,02-02-16,03-02-16,Elat,28,18,31
1,03-02-16,03-02-16,Elat,28,20,33
2,02-02-16,03-02-16,En Gedi,37,53,37
1,03-02-16,03-02-16,En Gedi,37,53,37
2,02-02-16,03-02-16,Haifa,63,56,42
1,03-02-16,03-02-16,Haifa,63,55,45
2,02-02-16,03-02-16,Jerusalem,62,48,40
1,03-02-16,03-02-16,Jerusalem,62,46,44
2,02-02-16,03-02-16,Lod,58,42,49
1,03-02-16,03-02-16,Lod,58,43,44
2,02-02-16,03-02-16,Mizpe Ramon,65,40,32
1,03-02-16,03-02-16,Mizpe Ramon,65,42,38
2,02-02-16,03-02-16,Nazareth,59,44,39
1,03-02-16,03-02-16,Nazareth,59,45,41
2,02-02-16,03-02-16,Qazrin,56,46,41
1,03-02-16,03-02-16,Qazrin,56,44,43
2,02-02-16,03-02-16,Tel Aviv,66,50,57
1,03-02-16,03-02-16,Tel Aviv,66,52,52
2,02-02-16,03-02-16,Tiberias,44,44,38
1,03-02-16,03-02-16,Tiberias,44,45,41
2,02-02-16,03-02-16,Zefat,66,46,45
1,03-02-16,03-02-16,Zefat,66,48,48
2,03-02-16,04-02-16,Afula,45,29,28
1,04-02-16,04-02-16,Afula,45,30,28
2,03-02-16,04-02-16,Ashdod,70,65,74
1,04-02-16,04-02-16,Ashdod,70,63,64
2,03-02-16,04-02-16,Beer Sheva,36,32,21
1,04-02-16,04-02-16,Beer Sheva,36,33,20
2,03-02-16,04-02-16,Bet Shean,52,32,24
1,04-02-16,04-02-16,Bet Shean,52,33,25
2,03-02-16,04-02-16,Elat,33,12,24
1,04-02-16,04-02-16,Elat,33,12,26
2,03-02-16,04-02-16,En Gedi,44,39,25
1,04-02-16,04-02-16,En Gedi,44,40,30
2,03-02-16,04-02-16,Haifa,46,30,31
1,04-02-16,04-02-16,Haifa,46,31,32
2,03-02-16,04-02-16,Jerusalem,47,36,33
1,04-02-16,04-02-16,Jerusalem,47,37,29
2,03-02-16,04-02-16,Lod,31,29,26
1,04-02-16,04-02-16,Lod,31,30,24
2,03-02-16,04-02-16,Mizpe Ramon,43,28,26
1,04-02-16,04-02-16,Mizpe Ramon,43,27,25
2,03-02-16,04-02-16,Nazareth,42,26,24
1,04-02-16,04-02-16,Nazareth,42,27,26
2,03-02-16,04-02-16,Qazrin,47,27,23
1,04-02-16,04-02-16,Qazrin,47,26,24
2,03-02-16,04-02-16,Tel Aviv,57,24,25
1,04-02-16,04-02-16,Tel Aviv,57,28,24
2,03-02-16,04-02-16,Tiberias,59,34,21
1,04-02-16,04-02-16,Tiberias,59,33,23
2,03-02-16,04-02-16,Zefat,50,29,25
1,04-02-16,04-02-16,Zefat,50,28,27
2,04-02-16,05-02-16,Afula,30,33,30
1,05-02-16,05-02-16,Afula,30,33,31
2,04-02-16,05-02-16,Ashdod,72,63,54
1,05-02-16,05-02-16,Ashdod,72,64,55
2,04-02-16,05-02-16,Beer Sheva,25,32,19
1,05-02-16,05-02-16,Beer Sheva,25,34,22
2,04-02-16,05-02-16,Bet Shean,38,39,27
1,05-02-16,05-02-16,Bet Shean,38,39,27
2,04-02-16,05-02-16,Elat,23,16,17
1,05-02-16,05-02-16,Elat,23,16,15
2,04-02-16,05-02-16,En Gedi,26,43,29
1,05-02-16,05-02-16,En Gedi,26,41,33
2,04-02-16,05-02-16,Haifa,29,37,33
1,05-02-16,05-02-16,Haifa,29,37,36
2,04-02-16,05-02-16,Jerusalem,30,34,24
1,05-02-16,05-02-16,Jerusalem,30,36,26
2,04-02-16,05-02-16,Lod,21,45,28
1,05-02-16,05-02-16,Lod,21,43,27
2,04-02-16,05-02-16,Mizpe Ramon,21,17,18
1,05-02-16,05-02-16,Mizpe Ramon,21,14,21
2,04-02-16,05-02-16,Nazareth,29,29,33
1,05-02-16,05-02-16,Nazareth,29,29,33
2,04-02-16,05-02-16,Qazrin,30,28,33
1,05-02-16,05-02-16,Qazrin,30,27,32
2,04-02-16,05-02-16,Tel Aviv,24,44,37
1,05-02-16,05-02-16,Tel Aviv,24,43,40
2,04-02-16,05-02-16,Tiberias,32,26,43
1,05-02-16,05-02-16,Tiberias,32,25,33
2,04-02-16,05-02-16,Zefat,38,30,37
1,05-02-16,05-02-16,Zefat,38,30,38
2,05-02-16,06-02-16,Afula,30,83,59
1,06-02-16,06-02-16,Afula,30,82,58
2,05-02-16,06-02-16,Ashdod,62,78,68
1,06-02-16,06-02-16,Ashdod,62,67,67
2,05-02-16,06-02-16,Beer Sheva,22,60,39
1,06-02-16,06-02-16,Beer Sheva,22,56,36
2,05-02-16,06-02-16,Bet Shean,34,81,55
1,06-02-16,06-02-16,Bet Shean,34,77,62
2,05-02-16,06-02-16,Elat,19,29,23
1,06-02-16,06-02-16,Elat,19,28,23
2,05-02-16,06-02-16,En Gedi,27,42,28
1,06-02-16,06-02-16,En Gedi,27,40,31
2,05-02-16,06-02-16,Haifa,32,86,75
1,06-02-16,06-02-16,Haifa,32,88,68
2,05-02-16,06-02-16,Jerusalem,25,84,47
1,06-02-16,06-02-16,Jerusalem,25,72,55
2,05-02-16,06-02-16,Lod,25,85,58
